Concurso,Data,Local Realizacao,Rateio Processamento,Acumulou,Valor Acumulado,Dezenas,Premiacao
1525,2013-08-28T00:00:00-03:00,,False,True,26081860.01,"02, 26, 30, 35, 46, 54","Sena (0 ganhadores), Quina (67 ganhadores), Quadra (6260 ganhadores)"
1526,2013-08-31T00:00:00-03:00,,False,False,0,"10, 16, 28, 47, 51, 59","Sena (1 ganhadores), Quina (149 ganhadores), Quadra (10735 ganhadores)"
1527,2013-09-04T00:00:00-03:00,,False,True,2519473.73,"16, 32, 36, 42, 44, 48","Sena (0 ganhadores), Quina (92 ganhadores), Quadra (5439 ganhadores)"
1528,2013-09-06T00:00:00-03:00,,False,True,4862186.4,"04, 13, 15, 19, 36, 58","Sena (0 ganhadores), Quina (101 ganhadores), Quadra (7347 ganhadores)"
1529,2013-09-11T00:00:00-03:00,,False,False,0,"11, 15, 17, 34, 35, 49","Sena (1 ganhadores), Quina (75 ganhadores), Quadra (6622 ganhadores)"
1530,2013-09-14T00:00:00-03:00,,False,False,0,"10, 16, 28, 33, 48, 53","Sena (2 ganhadores), Quina (138 ganhadores), Quadra (9644 ganhadores)"
1531,2013-09-18T00:00:00-03:00,,False,True,2541953.77,"12, 13, 24, 41, 42, 44","Sena (0 ganhadores), Quina (108 ganhadores), Quadra (5944 ganhadores)"
1532,2013-09-21T00:00:00-03:00,,False,False,0,"02, 11, 23, 31, 42, 44","Sena (3 ganhadores), Quina (91 ganhadores), Quadra (5676 ganhadores)"
1533,2013-09-25T00:00:00-03:00,,False,True,2473276.87,"13, 21, 29, 34, 47, 57","Sena (0 ganhadores), Quina (89 ganhadores), Quadra (5659 ganhadores)"
1534,2013-09-28T00:00:00-03:00,,False,False,0,"01, 12, 28, 29, 34, 48","Sena (1 ganhadores), Quina (89 ganhadores), Quadra (6196 ganhadores)"
1535,2013-10-02T00:00:00-03:00,,False,True,13376862.66,"08, 09, 25, 41, 54, 55","Sena (0 ganhadores), Quina (63 ganhadores), Quadra (6058 ganhadores)"
1536,2013-10-05T00:00:00-03:00,,False,True,17859260.43,"13, 18, 29, 32, 50, 58","Sena (0 ganhadores), Quina (89 ganhadores), Quadra (7408 ganhadores)"
1537,2013-10-09T00:00:00-03:00,,False,False,0,"06, 10, 33, 50, 51, 56","Sena (1 ganhadores), Quina (209 ganhadores), Quadra (11870 ganhadores)"
1538,2013-10-11T00:00:00-03:00,,False,False,0,"23, 27, 35, 52, 53, 57","Sena (1 ganhadores), Quina (132 ganhadores), Quadra (5238 ganhadores)"
1539,2013-10-16T00:00:00-03:00,,False,True,14133639.1,"08, 10, 20, 26, 49, 58","Sena (0 ganhadores), Quina (53 ganhadores), Quadra (4366 ganhadores)"
1540,2013-10-19T00:00:00-03:00,,False,True,18727668.11,"03, 17, 27, 32, 47, 54","Sena (0 ganhadores), Quina (299 ganhadores), Quadra (14429 ganhadores)"
1541,2013-10-23T00:00:00-02:00,,False,True,23695260.85,"05, 24, 37, 44, 49, 58","Sena (0 ganhadores), Quina (205 ganhadores), Quadra (12026 ganhadores)"
1542,2013-10-26T00:00:00-02:00,,False,True,29615187.77,"07, 11, 12, 30, 39, 57","Sena (0 ganhadores), Quina (154 ganhadores), Quadra (11783 ganhadores)"
1543,2013-10-30T00:00:00-02:00,,False,True,36779781.7,"07, 15, 20, 23, 30, 41","Sena (0 ganhadores), Quina (182 ganhadores), Quadra (13138 ganhadores)"
1544,2013-11-01T00:00:00-02:00,,False,True,63155442.89,"02, 21, 30, 35, 45, 50","Sena (0 ganhadores), Quina (152 ganhadores), Quadra (10385 ganhadores)"
1545,2013-11-06T00:00:00-02:00,,False,False,0,"04, 06, 11, 24, 45, 48","Sena (1 ganhadores), Quina (680 ganhadores), Quadra (45410 ganhadores)"
1546,2013-11-09T00:00:00-02:00,,False,True,3197606.56,"04, 17, 38, 44, 53, 60","Sena (0 ganhadores), Quina (100 ganhadores), Quadra (6673 ganhadores)"
1547,2013-11-13T00:00:00-02:00,,False,False,0,"02, 09, 10, 18, 21, 28","Sena (1 ganhadores), Quina (227 ganhadores), Quadra (11559 ganhadores)"
1548,2013-11-16T00:00:00-02:00,,False,True,2572861.18,"19, 41, 42, 44, 47, 54","Sena (0 ganhadores), Quina (45 ganhadores), Quadra (3429 ganhadores)"
1549,2013-11-20T00:00:00-02:00,,False,False,0,"10, 12, 16, 20, 32, 53","Sena (1 ganhadores), Quina (66 ganhadores), Quadra (6564 ganhadores)"
1550,2013-11-23T00:00:00-02:00,,False,False,0,"09, 13, 21, 27, 36, 56","Sena (1 ganhadores), Quina (229 ganhadores), Quadra (14109 ganhadores)"
1551,2013-11-27T00:00:00-02:00,,False,False,0,"02, 15, 19, 21, 23, 38","Sena (1 ganhadores), Quina (131 ganhadores), Quadra (7631 ganhadores)"
1552,2013-11-30T00:00:00-02:00,,False,True,3077362.89,"07, 18, 24, 26, 39, 46","Sena (0 ganhadores), Quina (122 ganhadores), Quadra (7839 ganhadores)"
1553,2013-12-04T00:00:00-02:00,,False,True,6533974.54,"20, 21, 22, 29, 46, 60","Sena (0 ganhadores), Quina (48 ganhadores), Quadra (3788 ganhadores)"
1554,2013-12-07T00:00:00-02:00,,False,True,22222363.27,"30, 32, 49, 50, 52, 53","Sena (0 ganhadores), Quina (60 ganhadores), Quadra (4098 ganhadores)"
1555,2013-12-11T00:00:00-02:00,,False,True,27388034.29,"02, 05, 23, 33, 52, 59","Sena (0 ganhadores), Quina (167 ganhadores), Quadra (13033 ganhadores)"
1556,2013-12-14T00:00:00-02:00,,False,True,33583180.67,"01, 04, 07, 10, 11, 52","Sena (0 ganhadores), Quina (549 ganhadores), Quadra (26705 ganhadores)"
1557,2013-12-17T00:00:00-02:00,,False,True,38253558.38,"04, 16, 18, 31, 45, 46","Sena (0 ganhadores), Quina (123 ganhadores), Quadra (8744 ganhadores)"
1558,2013-12-19T00:00:00-02:00,,False,True,44641902.75,"07, 15, 17, 31, 42, 54","Sena (0 ganhadores), Quina (186 ganhadores), Quadra (11538 ganhadores)"
1559,2013-12-21T00:00:00-02:00,,False,False,0,"08, 12, 16, 29, 37, 58","Sena (1 ganhadores), Quina (317 ganhadores), Quadra (16431 ganhadores)"
1560,2013-12-31T00:00:00-02:00,,False,False,0,"20, 30, 36, 38, 47, 53","Sena (4 ganhadores), Quina (1147 ganhadores), Quadra (90376 ganhadores)"
1561,2014-01-02T00:00:00-02:00,,False,True,954736.58,"23, 26, 28, 54, 55, 60","Sena (0 ganhadores), Quina (20 ganhadores), Quadra (1669 ganhadores)"
1562,2014-01-04T00:00:00-02:00,,False,True,3346617.51,"10, 12, 23, 37, 47, 51","Sena (0 ganhadores), Quina (59 ganhadores), Quadra (4384 ganhadores)"
1563,2014-01-09T00:00:00-02:00,,False,False,0,"01, 06, 13, 20, 36, 43","Sena (1 ganhadores), Quina (202 ganhadores), Quadra (10395 ganhadores)"
1564,2014-01-11T00:00:00-02:00,,False,False,0,"25, 38, 44, 46, 53, 54","Sena (1 ganhadores), Quina (71 ganhadores), Quadra (5602 ganhadores)"
1565,2014-01-15T00:00:00-02:00,,False,True,10056109.18,"18, 37, 39, 41, 43, 51","Sena (0 ganhadores), Quina (52 ganhadores), Quadra (5157 ganhadores)"
1566,2014-01-18T00:00:00-02:00,,False,False,0,"05, 06, 11, 32, 36, 60","Sena (1 ganhadores), Quina (133 ganhadores), Quadra (8797 ganhadores)"
1567,2014-01-22T00:00:00-02:00,,False,True,2741246.19,"02, 15, 30, 38, 48, 53","Sena (0 ganhadores), Quina (59 ganhadores), Quadra (4463 ganhadores)"
1568,2014-01-25T00:00:00-02:00,,False,True,6204962.36,"19, 24, 25, 28, 42, 58","Sena (0 ganhadores), Quina (103 ganhadores), Quadra (7192 ganhadores)"
1569,2014-01-29T00:00:00-02:00,,False,True,21628185.4,"05, 15, 18, 31, 42, 53","Sena (0 ganhadores), Quina (81 ganhadores), Quadra (6718 ganhadores)"
1570,2014-02-01T00:00:00-02:00,,False,True,27112310.39,"15, 18, 24, 42, 46, 56","Sena (0 ganhadores), Quina (225 ganhadores), Quadra (11903 ganhadores)"
1571,2014-02-05T00:00:00-02:00,,False,True,33748171.78,"03, 29, 32, 46, 55, 60","Sena (0 ganhadores), Quina (176 ganhadores), Quadra (11857 ganhadores)"
1572,2014-02-08T00:00:00-02:00,,False,True,41752746.75,"20, 27, 42, 45, 46, 47","Sena (0 ganhadores), Quina (93 ganhadores), Quadra (11613 ganhadores)"
1573,2014-02-12T00:00:00-02:00,,False,True,51530013.98,"07, 16, 21, 35, 36, 38","Sena (0 ganhadores), Quina (230 ganhadores), Quadra (19015 ganhadores)"
1574,2014-02-15T00:00:00-02:00,,False,True,90042313.82,"06, 27, 28, 33, 46, 48","Sena (0 ganhadores), Quina (459 ganhadores), Quadra (29794 ganhadores)"
1575,2014-02-19T00:00:00-03:00,,False,False,0,"01, 04, 05, 14, 45, 56","Sena (1 ganhadores), Quina (709 ganhadores), Quadra (42590 ganhadores)"
1576,2014-02-22T00:00:00-03:00,,False,True,3447005.08,"13, 15, 21, 26, 30, 46","Sena (0 ganhadores), Quina (88 ganhadores), Quadra (5886 ganhadores)"
1577,2014-02-26T00:00:00-03:00,,False,False,0,"11, 14, 25, 32, 51, 59","Sena (1 ganhadores), Quina (86 ganhadores), Quadra (6004 ganhadores)"
1578,2014-03-01T00:00:00-03:00,,False,True,3311724.97,"03, 06, 30, 37, 53, 56","Sena (0 ganhadores), Quina (107 ganhadores), Quadra (6347 ganhadores)"
1579,2014-03-05T00:00:00-03:00,,False,True,26955151.45,"25, 34, 40, 49, 51, 60","Sena (0 ganhadores), Quina (23 ganhadores), Quadra (2180 ganhadores)"
1580,2014-03-08T00:00:00-03:00,,False,False,0,"01, 06, 14, 17, 33, 36","Sena (2 ganhadores), Quina (378 ganhadores), Quadra (20400 ganhadores)"
1581,2014-03-12T00:00:00-03:00,,False,True,3114252.13,"14, 15, 25, 30, 31, 34","Sena (0 ganhadores), Quina (41 ganhadores), Quadra (4202 ganhadores)"
1582,2014-03-15T00:00:00-03:00,,False,False,0,"01, 04, 13, 17, 38, 48","Sena (1 ganhadores), Quina (125 ganhadores), Quadra (10807 ganhadores)"
1583,2014-03-19T00:00:00-03:00,,False,True,3046550.39,"02, 09, 17, 18, 45, 47","Sena (0 ganhadores), Quina (130 ganhadores), Quadra (7907 ganhadores)"
1584,2014-03-22T00:00:00-03:00,,False,True,20262421.25,"03, 22, 27, 28, 50, 54","Sena (0 ganhadores), Quina (97 ganhadores), Quadra (7379 ganhadores)"
1585,2014-03-26T00:00:00-03:00,,False,True,25699576.97,"02, 43, 47, 48, 49, 55","Sena (0 ganhadores), Quina (103 ganhadores), Quadra (8235 ganhadores)"
1586,2014-03-29T00:00:00-03:00,,False,True,32622073.4,"08, 39, 43, 46, 47, 58","Sena (0 ganhadores), Quina (150 ganhadores), Quadra (10556 ganhadores)"
1587,2014-04-02T00:00:00-03:00,,False,True,40938574.57,"08, 19, 21, 30, 52, 56","Sena (0 ganhadores), Quina (179 ganhadores), Quadra (12440 ganhadores)"
1588,2014-04-05T00:00:00-03:00,,False,False,0,"23, 29, 32, 36, 45, 49","Sena (2 ganhadores), Quina (353 ganhadores), Quadra (21216 ganhadores)"
1589,2014-04-09T00:00:00-03:00,,False,True,24453798.07,"04, 05, 11, 19, 41, 51","Sena (0 ganhadores), Quina (87 ganhadores), Quadra (7815 ganhadores)"
1590,2014-04-12T00:00:00-03:00,,False,True,30672645.09,"07, 20, 34, 40, 44, 55","Sena (0 ganhadores), Quina (89 ganhadores), Quadra (8050 ganhadores)"
1591,2014-04-16T00:00:00-03:00,,False,False,0,"04, 10, 23, 33, 38, 55","Sena (1 ganhadores), Quina (278 ganhadores), Quadra (16180 ganhadores)"
1592,2014-04-19T00:00:00-03:00,,False,True,2433047.61,"31, 36, 38, 41, 42, 49","Sena (0 ganhadores), Quina (23 ganhadores), Quadra (2341 ganhadores)"
1593,2014-04-23T00:00:00-03:00,,False,False,0,"04, 09, 17, 18, 21, 38","Sena (1 ganhadores), Quina (136 ganhadores), Quadra (8689 ganhadores)"
1594,2014-04-26T00:00:00-03:00,,False,True,16848508.95,"06, 07, 08, 23, 43, 53","Sena (0 ganhadores), Quina (71 ganhadores), Quadra (6341 ganhadores)"
1595,2014-04-30T00:00:00-03:00,,False,False,0,"02, 05, 08, 42, 46, 59","Sena (2 ganhadores), Quina (236 ganhadores), Quadra (12387 ganhadores)"
1596,2014-05-03T00:00:00-03:00,,False,False,0,"01, 05, 07, 10, 12, 45","Sena (1 ganhadores), Quina (380 ganhadores), Quadra (16970 ganhadores)"
1597,2014-05-07T00:00:00-03:00,,False,True,3036056.24,"05, 10, 16, 44, 50, 52","Sena (0 ganhadores), Quina (57 ganhadores), Quadra (5638 ganhadores)"
1598,2014-05-10T00:00:00-03:00,,False,True,7010250.78,"29, 31, 36, 42, 47, 53","Sena (0 ganhadores), Quina (121 ganhadores), Quadra (6776 ganhadores)"
1599,2014-05-14T00:00:00-03:00,,False,False,0,"03, 10, 15, 35, 36, 58","Sena (1 ganhadores), Quina (135 ganhadores), Quadra (8922 ganhadores)"
1600,2014-05-17T00:00:00-03:00,,False,False,0,"09, 23, 32, 35, 46, 57","Sena (1 ganhadores), Quina (110 ganhadores), Quadra (8443 ganhadores)"
1601,2014-05-21T00:00:00-03:00,,False,True,3157899.01,"08, 10, 24, 45, 56, 60","Sena (0 ganhadores), Quina (90 ganhadores), Quadra (5373 ganhadores)"
1602,2014-05-24T00:00:00-03:00,,False,False,0,"08, 12, 22, 35, 40, 44","Sena (1 ganhadores), Quina (69 ganhadores), Quadra (6039 ganhadores)"
1603,2014-05-28T00:00:00-03:00,,False,True,3004689.56,"13, 20, 27, 31, 53, 60","Sena (0 ganhadores), Quina (64 ganhadores), Quadra (4652 ganhadores)"
1604,2014-05-31T00:00:00-03:00,,False,True,19276829.6,"02, 21, 24, 27, 40, 51","Sena (0 ganhadores), Quina (62 ganhadores), Quadra (5333 ganhadores)"
1605,2014-06-04T00:00:00-03:00,,False,True,24818622.91,"09, 19, 21, 30, 31, 42","Sena (0 ganhadores), Quina (87 ganhadores), Quadra (6694 ganhadores)"
1606,2014-06-07T00:00:00-03:00,,False,False,0,"01, 15, 37, 42, 46, 54","Sena (1 ganhadores), Quina (101 ganhadores), Quadra (9327 ganhadores)"
1607,2014-06-11T00:00:00-03:00,,False,True,3067558.1,"07, 31, 32, 41, 51, 52","Sena (0 ganhadores), Quina (91 ganhadores), Quadra (2820 ganhadores)"
1608,2014-06-14T00:00:00-03:00,,False,True,6768663.83,"05, 06, 17, 43, 54, 59","Sena (0 ganhadores), Quina (79 ganhadores), Quadra (5998 ganhadores)"
1609,2014-06-18T00:00:00-03:00,,False,True,24995950.53,"02, 06, 13, 26, 53, 60","Sena (0 ganhadores), Quina (140 ganhadores), Quadra (8573 ganhadores)"
1610,2014-06-21T00:00:00-03:00,,False,True,29969484.28,"01, 04, 09, 35, 36, 53","Sena (0 ganhadores), Quina (173 ganhadores), Quadra (9626 ganhadores)"
1611,2014-06-25T00:00:00-03:00,,False,True,35701227.5,"24, 28, 47, 50, 51, 58","Sena (0 ganhadores), Quina (97 ganhadores), Quadra (6367 ganhadores)"
1612,2014-06-28T00:00:00-03:00,,False,False,0,"06, 13, 17, 36, 42, 51","Sena (2 ganhadores), Quina (261 ganhadores), Quadra (16822 ganhadores)"
1613,2014-07-02T00:00:00-03:00,,False,True,3112828.98,"04, 18, 31, 44, 46, 49","Sena (0 ganhadores), Quina (103 ganhadores), Quadra (5801 ganhadores)"
1614,2014-07-05T00:00:00-03:00,,False,False,0,"14, 17, 21, 27, 43, 49","Sena (1 ganhadores), Quina (149 ganhadores), Quadra (7458 ganhadores)"
1615,2014-07-09T00:00:00-03:00,,False,True,19419358.68,"05, 20, 26, 31, 33, 44","Sena (0 ganhadores), Quina (71 ganhadores), Quadra (5701 ganhadores)"
1616,2014-07-12T00:00:00-03:00,,False,True,25238343.3,"28, 31, 40, 42, 46, 58","Sena (0 ganhadores), Quina (185 ganhadores), Quadra (6475 ganhadores)"
1617,2014-07-16T00:00:00-03:00,,False,False,0,"03, 23, 26, 31, 47, 54","Sena (2 ganhadores), Quina (265 ganhadores), Quadra (13116 ganhadores)"
1618,2014-07-19T00:00:00-03:00,,False,False,0,"09, 20, 24, 43, 51, 52","Sena (1 ganhadores), Quina (32 ganhadores), Quadra (3161 ganhadores)"
1619,2014-07-23T00:00:00-03:00,,False,True,17707151.21,"05, 08, 17, 42, 46, 47","Sena (0 ganhadores), Quina (92 ganhadores), Quadra (7438 ganhadores)"
1620,2014-07-26T00:00:00-03:00,,False,True,22991887.94,"13, 23, 27, 34, 38, 57","Sena (0 ganhadores), Quina (136 ganhadores), Quadra (9539 ganhadores)"
1621,2014-07-30T00:00:00-03:00,,False,False,0,"10, 22, 24, 38, 39, 49","Sena (1 ganhadores), Quina (81 ganhadores), Quadra (6823 ganhadores)"
1622,2014-08-02T00:00:00-03:00,,False,True,3543145.63,"04, 05, 07, 21, 45, 53","Sena (0 ganhadores), Quina (107 ganhadores), Quadra (7833 ganhadores)"
1623,2014-08-05T00:00:00-03:00,,False,True,5914143.04,"33, 43, 49, 50, 56, 59","Sena (0 ganhadores), Quina (28 ganhadores), Quadra (1825 ganhadores)"
1624,2014-08-07T00:00:00-03:00,,False,True,23105539.15,"02, 27, 32, 41, 47, 58","Sena (0 ganhadores), Quina (76 ganhadores), Quadra (4576 ganhadores)"
1625,2014-08-09T00:00:00-03:00,,False,True,28590177.11,"11, 22, 36, 40, 45, 52","Sena (0 ganhadores), Quina (77 ganhadores), Quadra (6419 ganhadores)"
1626,2014-08-13T00:00:00-03:00,,False,True,35758465.17,"03, 05, 14, 35, 43, 52","Sena (0 ganhadores), Quina (158 ganhadores), Quadra (12451 ganhadores)"
1627,2014-08-16T00:00:00-03:00,,False,False,0,"20, 26, 32, 41, 45, 57","Sena (1 ganhadores), Quina (130 ganhadores), Quadra (9306 ganhadores)"
1628,2014-08-20T00:00:00-03:00,,False,True,3193751.09,"26, 29, 34, 38, 50, 60","Sena (0 ganhadores), Quina (36 ganhadores), Quadra (2795 ganhadores)"
1629,2014-08-23T00:00:00-03:00,,False,True,25261484.27,"04, 20, 24, 35, 47, 59","Sena (0 ganhadores), Quina (92 ganhadores), Quadra (5701 ganhadores)"
1630,2014-08-27T00:00:00-03:00,,False,True,31129126.44,"01, 07, 30, 43, 44, 54","Sena (0 ganhadores), Quina (81 ganhadores), Quadra (6412 ganhadores)"
1631,2014-08-30T00:00:00-03:00,,False,True,38057323.6,"04, 29, 44, 47, 48, 60","Sena (0 ganhadores), Quina (140 ganhadores), Quadra (9659 ganhadores)"
1632,2014-09-03T00:00:00-03:00,,False,False,0,"06, 18, 24, 27, 56, 59","Sena (1 ganhadores), Quina (244 ganhadores), Quadra (16339 ganhadores)"
1633,2014-09-06T00:00:00-03:00,,False,True,3398309.14,"01, 02, 11, 13, 36, 49","Sena (0 ganhadores), Quina (99 ganhadores), Quadra (7430 ganhadores)"
1634,2014-09-10T00:00:00-03:00,,False,False,0,"09, 10, 23, 33, 44, 51","Sena (1 ganhadores), Quina (110 ganhadores), Quadra (6257 ganhadores)"
1635,2014-09-13T00:00:00-03:00,,False,True,23124391.25,"08, 23, 28, 30, 32, 51","Sena (0 ganhadores), Quina (112 ganhadores), Quadra (6874 ganhadores)"
1636,2014-09-17T00:00:00-03:00,,False,True,29530043.53,"19, 26, 33, 35, 51, 52","Sena (0 ganhadores), Quina (90 ganhadores), Quadra (8474 ganhadores)"
1637,2014-09-20T00:00:00-03:00,,False,True,36987476.12,"01, 05, 24, 47, 55, 56","Sena (0 ganhadores), Quina (144 ganhadores), Quadra (11489 ganhadores)"
1638,2014-09-24T00:00:00-03:00,,False,True,46095623.18,"01, 02, 38, 41, 42, 58","Sena (0 ganhadores), Quina (143 ganhadores), Quadra (9363 ganhadores)"
1639,2014-09-27T00:00:00-03:00,,False,False,0,"16, 29, 34, 35, 49, 51","Sena (2 ganhadores), Quina (228 ganhadores), Quadra (13321 ganhadores)"
1640,2014-10-01T00:00:00-03:00,,False,False,0,"02, 06, 18, 23, 31, 46","Sena (2 ganhadores), Quina (253 ganhadores), Quadra (12809 ganhadores)"
1641,2014-10-04T00:00:00-03:00,,False,True,3681526.94,"23, 29, 30, 33, 46, 51","Sena (0 ganhadores), Quina (47 ganhadores), Quadra (4951 ganhadores)"
1642,2014-10-08T00:00:00-03:00,,False,True,7712347.3,"03, 23, 42, 43, 47, 60","Sena (0 ganhadores), Quina (53 ganhadores), Quadra (5355 ganhadores)"
1643,2014-10-11T00:00:00-03:00,,False,True,12698523.41,"16, 19, 20, 28, 37, 60","Sena (0 ganhadores), Quina (60 ganhadores), Quadra (5152 ganhadores)"
1644,2014-10-15T00:00:00-03:00,,False,True,32835875.18,"10, 13, 16, 22, 34, 60","Sena (0 ganhadores), Quina (92 ganhadores), Quadra (8884 ganhadores)"
1645,2014-10-18T00:00:00-03:00,,False,True,40204537.38,"08, 18, 21, 31, 37, 38","Sena (0 ganhadores), Quina (137 ganhadores), Quadra (8400 ganhadores)"
1646,2014-10-22T00:00:00-02:00,,False,True,49422466.37,"19, 23, 34, 40, 41, 58","Sena (0 ganhadores), Quina (126 ganhadores), Quadra (10700 ganhadores)"
1647,2014-10-25T00:00:00-02:00,,False,False,0,"12, 17, 23, 38, 53, 54","Sena (1 ganhadores), Quina (259 ganhadores), Quadra (20655 ganhadores)"
1648,2014-10-29T00:00:00-02:00,,False,True,3197419.78,"15, 16, 18, 20, 22, 48","Sena (0 ganhadores), Quina (98 ganhadores), Quadra (5545 ganhadores)"
1649,2014-11-01T00:00:00-02:00,,False,True,30029733.19,"24, 33, 38, 42, 44, 54","Sena (0 ganhadores), Quina (99 ganhadores), Quadra (7522 ganhadores)"
1650,2014-11-05T00:00:00-02:00,,False,True,36929164.09,"17, 23, 29, 38, 57, 60","Sena (0 ganhadores), Quina (133 ganhadores), Quadra (10962 ganhadores)"
1651,2014-11-08T00:00:00-02:00,,False,True,45440820.51,"08, 27, 35, 38, 41, 44","Sena (0 ganhadores), Quina (145 ganhadores), Quadra (12024 ganhadores)"
1652,2014-11-12T00:00:00-02:00,,False,True,55965989.43,"07, 24, 26, 28, 44, 57","Sena (0 ganhadores), Quina (391 ganhadores), Quadra (22215 ganhadores)"
1653,2014-11-14T00:00:00-02:00,,False,True,65696928.82,"01, 21, 22, 27, 32, 45","Sena (0 ganhadores), Quina (134 ganhadores), Quadra (12071 ganhadores)"
1654,2014-11-19T00:00:00-02:00,,False,True,114066712.47,"07, 16, 33, 42, 50, 58","Sena (0 ganhadores), Quina (249 ganhadores), Quadra (19592 ganhadores)"
1655,2014-11-22T00:00:00-02:00,,False,False,0,"07, 24, 28, 46, 53, 56","Sena (2 ganhadores), Quina (704 ganhadores), Quadra (39616 ganhadores)"
1656,2014-11-26T00:00:00-02:00,,False,True,3536171.17,"04, 06, 11, 43, 54, 56","Sena (0 ganhadores), Quina (55 ganhadores), Quadra (5037 ganhadores)"
1657,2014-11-29T00:00:00-02:00,,False,False,0,"07, 10, 14, 37, 45, 54","Sena (1 ganhadores), Quina (170 ganhadores), Quadra (9969 ganhadores)"
1658,2014-12-03T00:00:00-02:00,,False,False,0,"07, 11, 19, 23, 40, 49","Sena (1 ganhadores), Quina (110 ganhadores), Quadra (7011 ganhadores)"
1659,2014-12-06T00:00:00-02:00,,False,True,27489780.03,"04, 10, 20, 33, 37, 49","Sena (0 ganhadores), Quina (95 ganhadores), Quadra (6810 ganhadores)"
1660,2014-12-10T00:00:00-02:00,,False,False,0,"08, 17, 34, 38, 42, 51","Sena (1 ganhadores), Quina (218 ganhadores), Quadra (11526 ganhadores)"
1661,2014-12-13T00:00:00-02:00,,False,True,3878017.77,"13, 16, 27, 43, 48, 58","Sena (0 ganhadores), Quina (70 ganhadores), Quadra (6712 ganhadores)"
1662,2014-12-17T00:00:00-02:00,,False,False,0,"10, 14, 25, 29, 33, 57","Sena (2 ganhadores), Quina (160 ganhadores), Quadra (8641 ganhadores)"
1663,2014-12-20T00:00:00-02:00,,False,True,3771951.7,"18, 20, 27, 40, 49, 55","Sena (0 ganhadores), Quina (28 ganhadores), Quadra (3524 ganhadores)"
1664,2014-12-24T00:00:00-02:00,,False,False,0,"08, 21, 23, 29, 36, 48","Sena (1 ganhadores), Quina (131 ganhadores), Quadra (8211 ganhadores)"
1665,2014-12-31T00:00:00-02:00,,False,False,0,"01, 05, 11, 16, 20, 56","Sena (4 ganhadores), Quina (2581 ganhadores), Quadra (168546 ganhadores)"
1666,2015-01-03T00:00:00-02:00,,False,True,2294760.72,"01, 02, 23, 27, 45, 51","Sena (0 ganhadores), Quina (82 ganhadores), Quadra (5042 ganhadores)"
1667,2015-01-07T00:00:00-02:00,,False,False,0,"07, 12, 24, 44, 51, 56","Sena (1 ganhadores), Quina (143 ganhadores), Quadra (7934 ganhadores)"
1668,2015-01-10T00:00:00-02:00,,False,True,3463859.02,"05, 40, 47, 52, 55, 57","Sena (0 ganhadores), Quina (42 ganhadores), Quadra (3171 ganhadores)"
1669,2015-01-14T00:00:00-02:00,,False,True,15671923.1,"28, 29, 31, 45, 48, 49","Sena (0 ganhadores), Quina (54 ganhadores), Quadra (3941 ganhadores)"
1670,2015-01-17T00:00:00-02:00,,False,True,21093498.13,"01, 17, 19, 30, 33, 47","Sena (0 ganhadores), Quina (132 ganhadores), Quadra (10142 ganhadores)"
1671,2015-01-21T00:00:00-02:00,,False,True,26809167.31,"21, 27, 31, 45, 55, 56","Sena (0 ganhadores), Quina (71 ganhadores), Quadra (5343 ganhadores)"
1672,2015-01-24T00:00:00-02:00,,False,False,0,"01, 03, 05, 10, 20, 42","Sena (1 ganhadores), Quina (566 ganhadores), Quadra (28440 ganhadores)"
1673,2015-01-28T00:00:00-02:00,,False,True,3206444.4,"05, 10, 23, 24, 35, 47","Sena (0 ganhadores), Quina (97 ganhadores), Quadra (7613 ganhadores)"
1674,2015-01-31T00:00:00-02:00,,False,True,23391433.62,"22, 30, 42, 50, 58, 59","Sena (0 ganhadores), Quina (49 ganhadores), Quadra (2994 ganhadores)"
1675,2015-02-04T00:00:00-02:00,,False,False,0,"03, 18, 34, 35, 36, 56","Sena (1 ganhadores), Quina (139 ganhadores), Quadra (10903 ganhadores)"
1676,2015-02-07T00:00:00-02:00,,False,True,3460958.48,"01, 02, 11, 37, 48, 51","Sena (0 ganhadores), Quina (46 ganhadores), Quadra (4406 ganhadores)"
1677,2015-02-11T00:00:00-02:00,,False,False,0,"10, 15, 28, 33, 51, 52","Sena (2 ganhadores), Quina (154 ganhadores), Quadra (7597 ganhadores)"
1678,2015-02-14T00:00:00-02:00,,False,True,3401266.3,"09, 11, 17, 19, 35, 52","Sena (0 ganhadores), Quina (111 ganhadores), Quadra (6955 ganhadores)"
1679,2015-02-18T00:00:00-02:00,,False,False,0,"01, 02, 27, 28, 46, 47","Sena (1 ganhadores), Quina (35 ganhadores), Quadra (3289 ganhadores)"
1680,2015-02-21T00:00:00-02:00,,False,False,0,"23, 37, 38, 46, 47, 51","Sena (1 ganhadores), Quina (298 ganhadores), Quadra (5821 ganhadores)"
1681,2015-02-25T00:00:00-03:00,,False,False,0,"01, 06, 08, 11, 33, 50","Sena (1 ganhadores), Quina (90 ganhadores), Quadra (6663 ganhadores)"
1682,2015-02-28T00:00:00-03:00,,False,True,3293462.01,"07, 13, 35, 37, 39, 51","Sena (0 ganhadores), Quina (201 ganhadores), Quadra (8761 ganhadores)"
1683,2015-03-04T00:00:00-03:00,,False,False,0,"04, 12, 32, 33, 34, 48","Sena (1 ganhadores), Quina (80 ganhadores), Quadra (6925 ganhadores)"
